-84.56,-281.37
-96.99,-18.39
-85.56,209.43
182.85,22.43
-22.72,77.53
-290.61,253.98
-233.2,-273.7
-180.72,36.12
-84.68,244.88
-276.29,-270.61
-246.05,-43.85
-81.15,-279.09
-141.47,50.85
-30.8,-258.07
268.82,71.52
115.91,-144.27
45.83,260.33
295.06,162.24
107.41,-228.64
261.21,88.97
178.25,6.62
19.38,-109.08
8.77,149.27
279.25,116.3
-235.75,-285.79
-279.47,260.22
-133.16,-62.09
-96.34,196.86
165.73,138.16
-138.98,-29.82
221.74,-106.3
-125.54,261.85
-241.66,-268.29
3.68,63.85
299.23,108.0
44.75,180.17
-231.93,184.29
-264.38,-97.34
35.55,-23.49
-121.86,-178.4
227.9,-211.31
153.87,-124.44
-186.95,-213.47
11.82,-208.74
-168.13,274.98
-0.96,209.49
38.32,280.9
44.81,-18.54
-18.98,299.46
-180.12,-282.94
5.94,-224.76
148.1,-279.03
-228.62,-71.75
-295.92,98.56
-282.98,5.36
-212.71,124.64
-203.96,140.22
-76.7,-134.59
-283.57,64.98
-292.8,-259.91
278.23,164.14
217.32,-235.78
-107.09,-103.79
105.74,292.55
23.65,263.46
15.67,197.02
274.83,141.0
167.63,-44.06
221.52,-267.5
197.96,-42.26
237.62,3.05
-128.85,-51.73
124.28,-14.98
-289.03,-163.2
176.38,293.92
161.81,92.54
299.53,85.13
104.0,282.16
-31.04,-26.16
-238.93,274.3
73.4,-263.26
58.75,-179.46
222.26,233.47
1.92,-177.39
145.32,4.53
-47.32,-102.11
-221.76,-106.31
97.52,171.58
26.53,177.85
-279.67,-79.39
154.37,-279.3
224.32,-287.19
199.28,158.6
-191.7,104.19
41.9,-183.89
-182.13,-25.34
-168.38,-215.24
127.57,-135.86
-209.92,222.22
-50.24,37.4
-294.2,266.42
-237.12,245.37
-287.51,-134.23
104.01,279.92
25.44,149.22
59.19,74.71
-123.55,-212.93
-279.16,62.28
105.87,282.94
298.33,69.12
259.6,15.69
-155.4,-197.25
-94.87,-96.7
-143.96,-292.98
231.57,-81.27
-51.79,173.13
277.29,-249.49
-147.03,269.99
-31.95,92.54
129.82,239.89
-71.74,-171.67
-165.4,-235.09
268.24,276.45
-254.01,-38.98
-255.47,-101.58
-166.27,-284.88
136.65,-185.01
-213.8,-192.23
-10.82,-297.16
122.7,260.44
243.92,197.57
264.86,-262.88
108.02,166.19
153.84,38.57
-175.81,-105.32
159.81,200.5
-163.38,-268.12
67.67,-199.83
-55.09,46.76
35.32,-33.08
-63.21,-142.89
-91.34,204.33
95.17,92.93
285.95,-296.27
-267.02,-271.81
121.37,53.09
-66.2,283.14
152.29,-17.29
115.76,-276.33
177.74,103.97
45.73,48.8
-71.69,226.77
-79.86,-100.18
-178.76,165.14
-164.71,-143.93
-70.37,-74.52
-278.6,138.19
-16.34,-138.85
-61.14,249.21
25.64,185.73
171.59,-60.61
-264.88,29.21
102.4,-55.63
-99.65,-274.78
26.43,74.75
-89.85,172.13
236.1,-289.68
-267.62,-106.2
11.11,-222.22
95.59,-87.56
-32.15,42.35
101.73,-57.3
230.27,39.54
-230.41,256.91
-284.88,275.67
-282.25,-277.98
-263.82,183.11
-100.06,174.38
80.47,32.18
-127.0,-232.38
98.95,221.43
203.6,-262.77
-10.29,-229.97
135.65,229.01
89.57,-233.02
223.93,-174.0
-135.43,278.3
42.45,-151.2
2.32,-120.21
241.02,251.31
159.92,38.58
-230.37,-36.11
294.92,96.91
85.31,278.75
-70.72,79.16
263.81,-149.77
-144.07,64.84
127.37,11.03
16.65,-31.32
10.53,-81.11
93.85,214.41
108.34,-258.2
-209.08,-231.75
-106.6,-298.42
-35.46,-17.37
228.49,122.99
33.21,258.18
-35.75,-129.44
-250.67,-192.88
186.38,-9.98
11.48,-198.3
-65.53,118.52
-299.77,-232.27
17.11,-206.75
-153.56,-99.19
79.13,12.55
-167.7,-32.9
183.96,-77.76
192.32,-23.52
19.92,294.96
38.21,-164.55
-129.7,57.88
-113.86,-280.17
192.9,-270.31
-87.1,-108.25
-55.9,-105.19
32.37,-101.93
-47.57,27.64
213.67,283.36
1.82,278.14
-201.59,-278.02
193.52,-73.68
-296.22,282.02
232.12,-57.17
96.68,69.66
-32.61,249.36
246.35,-49.49
-25.82,284.77
-295.12,-42.85
-173.79,81.8
-62.96,1.3
125.0,-36.49
-133.25,-56.69
-140.97,113.9
17.85,176.26
-231.88,82.18
-282.94,175.3
62.35,-257.08
0.88,-123.58
90.66,271.38
-222.51,274.52
179.74,-97.43
219.71,52.97
-118.8,-98.46
-275.26,-244.9
7.21,-236.87
-261.91,279.31
-233.0,203.63
-1.14,-195.35
-286.24,107.28
10.3,94.67
-266.04,-25.03
-258.71,97.5
182.81,-238.89
-173.58,-4.07
-285.98,79.58
-80.81,3.94
-80.21,-238.04
191.73,-31.62
246.0,151.38
266.23,191.58
212.78,-228.97
147.83,67.2
267.44,-54.74
100.04,101.26
278.02,6.77
192.31,-236.09
56.86,207.56
167.08,-88.48
298.56,215.11
-248.68,164.12
74.26,-149.18
-105.78,190.69
147.55,-50.81
-74.17,-12.59
-29.32,-142.46
21.05,-16.08
-136.02,-269.79
-117.9,212.64
-164.6,223.95
-172.55,272.05
36.64,-64.22
-184.07,37.75
288.71,72.54
-291.44,152.55
166.78,-113.58
278.44,40.62
0.87,-17.26
269.97,159.49
-133.21,282.88
16.74,108.33
-38.0,-179.89
232.63,-138.32
-209.29,-50.42
-254.06,143.71
74.9,-126.82
216.72,-69.66
258.32,146.67
-44.38,206.92
-256.96,170.13
147.68,15.05
-191.26,-175.04
198.37,-238.07
-213.24,156.91
-36.26,-299.08
-202.43,-131.36
-51.46,-43.96
223.08,-271.84
214.35,283.49
-42.37,-227.03
8.88,-41.22
38.96,45.79
-257.55,-293.33
-143.71,143.49
-227.53,-69.53
-23.74,-142.08
-235.79,-125.85
-170.74,43.46
116.82,-183.53
-97.68,5.21
184.59,-135.77
36.05,5.12
-276.83,-224.26
-19.26,-90.55
-87.94,-17.65
197.92,-140.46
-111.31,128.71
-211.19,-167.97
-110.97,-202.71
204.74,-234.14
90.15,-130.16
85.6,54.36
171.16,-13.52
66.88,-154.45
-48.63,-298.65
-289.62,270.49
-119.81,-17.13
220.45,-237.45
65.61,-168.03
164.0,-119.84
-21.59,-254.01
-39.06,205.4
-9.34,15.12
69.99,62.78
