97.49,-36.62
-41.4,-6.54
-90.57,-61.12
-13.53,13.85
-29.76,-10.67
-21.2,38.88
-78.71,64.04
-26.23,71.79
-62.51,23.92
-97.06,15.21
23.35,16.86
-10.39,73.19
33.83,9.04
-82.36,-24.8
-22.94,24.97
-95.68,-48.71
-87.88,-34.82
-88.5,-40.97
-26.37,-34.13
-51.45,6.86
73.01,-32.25
11.12,-15.0
51.38,-12.09
85.17,-67.16
44.36,49.27
-49.02,82.87
68.91,79.99
-92.18,-52.63
27.4,95.53
41.47,-75.86
82.84,-41.97
56.22,-8.36
57.47,43.29
57.75,68.39
64.65,45.56
-47.85,-4.69
-24.13,-23.19
10.21,23.6
13.65,-65.08
-10.47,-14.65
-50.79,-92.19
-75.93,33.01
58.47,-0.1
-86.97,11.2
91.26,54.0
95.2,27.71
-96.3,-4.64
-85.55,-47.21
-4.0,88.67
13.14,-50.32
-51.28,26.08
68.77,-92.21
66.97,49.32
26.71,85.68
-88.26,-47.33
23.25,95.98
-83.45,-81.85
-42.72,59.69
18.41,-30.38
78.36,-41.16
-16.84,8.46
36.45,-19.43
-89.78,55.05
52.24,-4.83
38.24,30.88
90.4,-85.3
-88.27,18.97
68.97,75.39
-40.88,53.18
-56.53,-1.73
-69.45,-44.51
-52.84,77.98
18.25,0.27
18.23,-52.75
-57.79,68.18
40.93,-71.98
-15.68,2.69
-32.19,68.63
62.96,18.55
-90.66,-99.5
-1.0,-99.73
-33.77,-88.04
-29.14,55.02
-18.21,-44.2
74.23,-5.71
-85.16,82.41
-59.74,37.27
-61.2,-91.11
-84.68,10.32
49.08,68.68
-57.91,-99.86
78.48,18.44
71.04,69.26
-37.82,-97.36
-77.06,-11.43
46.7,-47.77
-21.68,-4.37
40.08,16.55
-84.92,-79.38
38.47,19.61
28.67,10.07
26.5,-32.02
-44.7,-50.41
43.12,86.05
-95.58,71.22
-17.19,16.23
-28.06,5.59
-62.34,-86.84
8.61,-58.85
28.31,-57.6
-83.82,22.62
84.11,-18.47
-82.09,90.13
-39.27,-59.82
-72.69,11.91
70.39,-85.9
-18.12,56.42
99.56,94.09
-83.93,-52.08
-99.79,15.73
97.4,-80.33
72.77,-73.99
-24.75,32.52
-51.4,78.93
12.64,22.46
-7.47,-0.76
0.89,3.13
13.75,9.28
93.26,26.91
-8.19,-12.55
-86.46,-42.86
34.13,28.99
-38.23,-75.88
-18.9,84.66
24.22,-61.85
25.52,97.81
-94.29,20.69
16.3,-71.64
-99.3,-87.57
-53.18,42.93
-66.88,-4.7
62.17,-94.89
89.98,90.24
-47.48,56.25
-74.15,47.54
-67.71,-67.43
-8.85,-3.65
39.2,59.52
-41.67,-73.69
76.8,79.94
-30.22,-70.28
55.07,-55.38
20.99,97.46
73.49,-87.54
89.65,-61.42
-88.36,-5.83
-71.81,86.97
-69.7,38.92
-0.01,-38.15
-55.19,47.46
-46.92,-90.12
-0.47,64.8
-64.37,31.32
-31.49,-89.88
15.48,24.2
97.65,76.97
66.82,17.54
-1.47,-95.33
4.79,73.92
22.31,28.13
15.93,-53.14
-55.68,70.06
84.32,-41.95
47.53,-55.09
-81.6,-76.48
-58.32,-89.21
75.41,-90.37
-87.89,-18.88
68.4,65.21
55.86,-89.16
-97.55,-75.42
-28.51,28.72
25.12,-63.13
36.94,-25.98
-60.55,-21.08
10.69,-95.52
-74.9,-32.86
26.36,98.11
-88.17,78.86
27.5,21.9
-90.15,-17.3
-10.37,-98.11
20.76,64.28
-13.87,-26.0
17.8,26.22
28.77,19.34
-25.0,-81.16
34.25,-18.63
-78.82,-0.04
-63.2,-49.43
-39.97,42.07
-93.61,-51.84
75.29,-28.7
-81.16,97.5
-14.79,42.65
60.82,-27.95
-1.57,36.63
82.8,41.88
73.89,-92.44
-73.28,87.26
-19.98,74.58
14.21,9.61
-20.24,-95.41
-30.62,-68.35
-12.76,16.12
-43.67,31.34
-18.44,91.89
