54.99,16.92
6.17,-57.17
-1.5,-51.22
93.71,29.94
72.72,-51.77
44.24,12.32
-65.26,-52.93
-58.17,27.68
-37.88,98.88
0.28,84.15
81.27,40.31
-53.21,-94.76
19.33,-35.12
-22.26,-21.83
-1.38,-32.92
-38.51,-84.0
96.4,65.21
-11.02,15.46
-42.69,3.2
-85.58,55.11
-46.29,13.6
-25.24,-51.26
-70.92,78.88
-28.01,88.03
-68.87,85.53
48.9,23.68
98.94,-21.95
14.25,-15.84
60.64,43.73
-99.89,38.11
75.93,62.1
95.22,-69.92
-45.24,37.8
-0.06,79.28
6.05,59.88
-20.25,2.83
48.36,-52.25
-98.1,81.87
97.82,-34.81
99.98,-57.46
-73.33,-16.55
-23.76,-88.68
-43.21,-14.68
25.96,80.64
40.71,-65.16
-35.33,35.18
-91.42,40.69
-56.71,-69.36
62.72,96.86
35.9,22.24
98.79,94.62
53.14,-30.47
-34.17,-94.05
9.66,-24.52
52.32,-70.78
65.25,73.27
45.79,94.56
-34.63,67.26
43.03,20.4
-13.76,61.06
12.52,-36.26
-30.42,50.67
-79.09,-10.88
7.44,8.35
50.67,33.66
40.76,21.48
-86.31,-5.85
-0.51,-67.33
60.99,-42.77
2.49,-88.18
-68.55,82.47
89.55,-87.31
90.84,46.91
-0.42,-80.32
75.23,-92.66
38.13,49.23
94.36,18.17
23.3,28.08
-67.96,69.77
96.66,94.81
77.58,-94.68
0.93,55.31
-79.78,-27.61
73.33,-31.03
-4.49,75.94
-74.38,83.46
52.86,64.69
44.83,55.88
91.89,57.29
86.6,-33.66
-1.03,-40.43
-80.18,81.02
45.8,-0.52
-79.73,-49.74
-7.44,-14.48
-26.06,68.62
24.1,-36.18
70.48,-35.37
-77.52,74.86
-64.03,-80.98
-11.63,70.42
-20.63,80.85
-22.7,-43.74
-78.81,-68.88
-16.27,-33.03
15.69,44.03
-47.09,79.55
-96.95,-86.66
56.2,-47.56
65.31,59.51
86.88,72.0
-38.03,-59.9
-77.87,-16.73
96.32,-37.0
93.03,-6.5
-84.15,-82.24
-87.49,18.36
72.93,-22.25
97.62,60.57
90.07,-72.22
75.87,17.34
-42.44,-85.19
